"id","han_ji","chu_im","freq","siann","un","tiau","old_chu_im","sni_siann","sni_un"
4676,"鴣","koo1",,"k","oo",1,"kou1","求","沽"
4677,"鮕","koo1",,"k","oo",1,"kou1","求","沽"
4678,"𧣗","koo1",,"k","oo",1,"kou1","求","沽"
4679,"觚","koo1",,"k","oo",1,"kou1","求","沽"
4680,"姑","koo1",,"k","oo",1,"kou1","求","沽"
4681,"辜","koo1",,"k","oo",1,"kou1","求","沽"
4682,"嫴","koo1",,"k","oo",1,"kou1","求","沽"
4683,"孤","koo1",,"k","oo",1,"kou1","求","沽"
4684,"菰","koo1",,"k","oo",1,"kou1","求","沽"
4685,"𦋆","koo1",,"k","oo",1,"kou1","求","沽"
4686,"罛","koo1",,"k","oo",1,"kou1","求","沽"
4687,"勾","koo1",,"k","oo",1,"kou1","求","沽"
4688,"句","koo1",,"k","oo",1,"kou1","求","沽"
4689,"鉤","koo1",,"k","oo",1,"kou1","求","沽"
4690,"鈎","koo1",,"k","oo",1,"kou1","求","沽"
4691,"沟","koo1",,"k","oo",1,"kou1","求","沽"
4692,"媾","koo1",,"k","oo",1,"kou1","求","沽"
4693,"構","koo1",,"k","oo",1,"kou1","求","沽"
4694,"購","koo1",,"k","oo",1,"kou1","求","沽"
4695,"覯","koo1",,"k","oo",1,"kou1","求","沽"
4696,"遘","koo1",,"k","oo",1,"kou1","求","沽"
4697,"箍","khoo1",,"kh","oo",1,"khou1","去","沽"
4698,"枯","khoo1",,"kh","oo",1,"khou1","去","沽"
4699,"都","too1",,"t","oo",1,"tou1","地","沽"
4700,"闍","too1",,"t","oo",1,"tou1","地","沽"
4701,"鋪","phoo1",,"ph","oo",1,"phou1","頗","沽"
4702,"麱","phoo1",,"ph","oo",1,"phou1","頗","沽"
4703,"秿","phoo1",,"ph","oo",1,"phou1","頗","沽"
4704,"麬","phoo1",,"ph","oo",1,"phou1","頗","沽"
4705,"菩","phoo1",,"ph","oo",1,"phou1","頗","沽"
4706,"偷","thoo1",,"th","oo",1,"thou1","他","沽"
4707,"媮","thoo1",,"th","oo",1,"thou1","他","沽"
4708,"𣈥","thoo1",,"th","oo",1,"thou1","他","沽"
4709,"鄹","choo1",,"ch","oo",1,"tsou1","曾","沽"
4710,"鄒","choo1",,"ch","oo",1,"tsou1","曾","沽"
4711,"騶","choo1",,"ch","oo",1,"tsou1","曾","沽"
4712,"芻","choo1",,"ch","oo",1,"tsou1","曾","沽"
4713,"蒭","choo1",,"ch","oo",1,"tsou1","曾","沽"
4714,"䑼","choo1",,"ch","oo",1,"tsou1","曾","沽"
4715,"且","choo1",,"ch","oo",1,"tsou1","曾","沽"
4716,"徂","choo1",,"ch","oo",1,"tsou1","曾","沽"
4717,"租","choo1",,"ch","oo",1,"tsou1","曾","沽"
4718,"鉏","choo1",,"ch","oo",1,"tsou1","曾","沽"
4719,"趄","choo1",,"ch","oo",1,"tsou1","曾","沽"
4720,"諏","choo1",,"ch","oo",1,"tsou1","曾","沽"
4721,"緅","choo1",,"ch","oo",1,"tsou1","曾","沽"
4722,"陬","choo1",,"ch","oo",1,"tsou1","曾","沽"
4723,"菆","choo1",,"ch","oo",1,"tsou1","曾","沽"
4724,"棸","choo1",,"ch","oo",1,"tsou1","曾","沽"
4725,"鯫","choo1",,"ch","oo",1,"tsou1","曾","沽"
4726,"穌","soo1",,"s","oo",1,"sou1","時","沽"
4727,"甦","soo1",,"s","oo",1,"sou1","時","沽"
4728,"蘇","soo1",,"s","oo",1,"sou1","時","沽"
4729,"櫯","soo1",,"s","oo",1,"sou1","時","沽"
4730,"酥","soo1",,"s","oo",1,"sou1","時","沽"
4731,"疎","soo1",,"s","oo",1,"sou1","時","沽"
4732,"疏","soo1",,"s","oo",1,"sou1","時","沽"
4733,"䟽","soo1",,"s","oo",1,"sou1","時","沽"
4734,"梳","soo1",,"s","oo",1,"sou1","時","沽"
4735,"蔬","soo1",,"s","oo",1,"sou1","時","沽"
4736,"筲","soo1",,"s","oo",1,"sou1","時","沽"
4737,"蒐","soo1",,"s","oo",1,"sou1","時","沽"
4738,"搜","soo1",,"s","oo",1,"sou1","時","沽"
4739,"𢯱","soo1",,"s","oo",1,"sou1","時","沽"
4740,"溲","soo1",,"s","oo",1,"sou1","時","沽"
4741,"艘","soo1",,"s","oo",1,"sou1","時","沽"
4742,"颼","soo1",,"s","oo",1,"sou1","時","沽"
4743,"廋","soo1",,"s","oo",1,"sou1","時","沽"
4744,"烏","qoo1",,"q","oo",1,"ou1","英","沽"
4745,"嗚","qoo1",,"q","oo",1,"ou1","英","沽"
4747,"樢","qoo1",,"q","oo",1,"ou1","英","沽"
4748,"鷗","qoo1",,"q","oo",1,"ou1","英","沽"
4749,"鄔","qoo1",,"q","oo",1,"ou1","英","沽"
4750,"惡","qoo1",,"q","oo",1,"ou1","英","沽"
4751,"謳","qoo1",,"q","oo",1,"ou1","英","沽"
4752,"漚","qoo1",,"q","oo",1,"ou1","英","沽"
4753,"藲","qoo1",,"q","oo",1,"ou1","英","沽"
4754,"粗","chhoo1",,"chh","oo",1,"tshou1","出","沽"
4755,"麤","chhoo1",,"chh","oo",1,"tshou1","出","沽"
4756,"麄","chhoo1",,"chh","oo",1,"tshou1","出","沽"
4757,"麁","chhoo1",,"chh","oo",1,"tshou1","出","沽"
4758,"䏢","chhoo1",,"chh","oo",1,"tshou1","出","沽"
4759,"呼","hoo1",,"h","oo",1,"hou1","喜","沽"
4760,"戯","hoo1",,"h","oo",1,"hou1","喜","沽"
4761,"戲","hoo1",,"h","oo",1,"hou1","喜","沽"
4762,"𢧶","hoo1",,"h","oo",1,"hou1","喜","沽"
4763,"滹","hoo1",,"h","oo",1,"hou1","喜","沽"
4764,"嘑","hoo1",,"h","oo",1,"hou1","喜","沽"
4765,"苸","hoo1",,"h","oo",1,"hou1","喜","沽"
4766,"魯","loo2",,"l","oo",2,"lou2","柳","沽"
4767,"櫓","loo2",,"l","oo",2,"lou2","柳","沽"
4768,"㯭","loo2",,"l","oo",2,"lou2","柳","沽"
4769,"鹵","loo2",,"l","oo",2,"lou2","柳","沽"
4770,"𢲸","loo2",,"l","oo",2,"lou2","柳","沽"
4771,"擄","loo2",,"l","oo",2,"lou2","柳","沽"
4772,"虜","loo2",,"l","oo",2,"lou2","柳","沽"
4773,"塿","loo2",,"l","oo",2,"lou2","柳","沽"
4774,"努","loo2",,"l","oo",2,"lou2","柳","沽"
4775,"𤻼","loo2",,"l","oo",2,"lou2","柳","沽"
4776,"𧭷","loo2",,"l","oo",2,"lou2","柳","沽"
4777,"艪","loo2",,"l","oo",2,"lou2","柳","沽"
4778,"𢟧","loo2",,"l","oo",2,"lou2","柳","沽"
4779,"補","poo2",,"p","oo",2,"pou2","邊","沽"
4780,"䋠","poo2",,"p","oo",2,"pou2","邊","沽"
4781,"𢼹","poo2",,"p","oo",2,"pou2","邊","沽"
4782,"古","koo2",,"k","oo",2,"kou2","求","沽"
4783,"估","koo2",,"k","oo",2,"kou2","求","沽"
4784,"牯","koo2",,"k","oo",2,"kou2","求","沽"
4785,"詁","koo2",,"k","oo",2,"kou2","求","沽"
4786,"罟","koo2",,"k","oo",2,"kou2","求","沽"
4787,"羖","koo2",,"k","oo",2,"kou2","求","沽"
4788,"𦍩","koo2",,"k","oo",2,"kou2","求","沽"
4789,"股","koo2",,"k","oo",2,"kou2","求","沽"
4790,"盬","koo2",,"k","oo",2,"kou2","求","沽"
4791,"蠱","koo2",,"k","oo",2,"kou2","求","沽"
4792,"笱","koo2",,"k","oo",2,"kou2","求","沽"
4793,"苟","koo2",,"k","oo",2,"kou2","求","沽"
4794,"狗","koo2",,"k","oo",2,"kou2","求","沽"
4795,"耇","koo2",,"k","oo",2,"kou2","求","沽"
4796,"枸","koo2",,"k","oo",2,"kou2","求","沽"
4797,"㺃","koo2",,"k","oo",2,"kou2","求","沽"
4798,"鼓","koo2",,"k","oo",2,"kou2","求","沽"
4799,"皷","koo2",,"k","oo",2,"kou2","求","沽"
4800,"鼔","koo2",,"k","oo",2,"kou2","求","沽"
4801,"瞽","koo2",,"k","oo",2,"kou2","求","沽"
4802,"冓","koo2",,"k","oo",2,"kou2","求","沽"
4803,"垢","koo2",,"k","oo",2,"kou2","求","沽"
4804,"賈","koo2",,"k","oo",2,"kou2","求","沽"
4805,"口","khoo2",,"kh","oo",2,"khou2","去","沽"
4806,"苦","khoo2",,"kh","oo",2,"khou2","去","沽"
4807,"䇢","khoo2",,"kh","oo",2,"khou2","去","沽"
4808,"𡿵","khoo2",,"kh","oo",2,"khou2","去","沽"
4809,"斗","too2",,"t","oo",2,"tou2","地","沽"
4810,"𠁁","too2",,"t","oo",2,"tou2","地","沽"
4811,"抖","too2",,"t","oo",2,"tou2","地","沽"
4812,"枓","too2",,"t","oo",2,"tou2","地","沽"
4813,"蚪","too2",,"t","oo",2,"tou2","地","沽"
4814,"覩","too2",,"t","oo",2,"tou2","地","沽"
4815,"睹","too2",,"t","oo",2,"tou2","地","沽"
4816,"堵","too2",,"t","oo",2,"tou2","地","沽"
4817,"賭","too2",,"t","oo",2,"tou2","地","沽"
4818,"𧶴","too2",,"t","oo",2,"tou2","地","沽"
4819,"陡","too2",,"t","oo",2,"tou2","地","沽"
4820,"蠱","too2",,"t","oo",2,"tou2","地","沽"
4821,"浦","phoo2",,"ph","oo",2,"phou2","頗","沽"
4822,"溥","phoo2",,"ph","oo",2,"phou2","頗","沽"
4823,"圃","phoo2",,"ph","oo",2,"phou2","頗","沽"
4824,"剖","phoo2",,"ph","oo",2,"phou2","頗","沽"
4825,"譜","phoo2",,"ph","oo",2,"phou2","頗","沽"
4826,"普","phoo2",,"ph","oo",2,"phou2","頗","沽"
4827,"土","thoo2",,"th","oo",2,"thou2","他","沽"
4828,"㰯","thoo2",,"th","oo",2,"thou2","他","沽"
4829,"黈","thoo2",,"th","oo",2,"thou2","他","沽"
4830,"走","choo2",,"ch","oo",2,"tsou2","曾","沽"
4831,"阻","choo2",,"ch","oo",2,"tsou2","曾","沽"
4832,"俎","choo2",,"ch","oo",2,"tsou2","曾","沽"
4833,"沮","choo2",,"ch","oo",2,"tsou2","曾","沽"
4834,"祖","choo2",,"ch","oo",2,"tsou2","曾","沽"
4835,"咀","choo2",,"ch","oo",2,"tsou2","曾","沽"
4836,"殂","choo2",,"ch","oo",2,"tsou2","曾","沽"
4837,"組","choo2",,"ch","oo",2,"tsou2","曾","沽"
4838,"珇","choo2",,"ch","oo",2,"tsou2","曾","沽"
4839,"𤱌","choo2",,"ch","oo",2,"tsou2","曾","沽"
4840,"詛","choo2",,"ch","oo",2,"tsou2","曾","沽"
4841,"叟","soo2",,"s","oo",2,"sou2","時","沽"
4842,"瞍","soo2",,"s","oo",2,"sou2","時","沽"
4843,"瘦","soo2",,"s","oo",2,"sou2","時","沽"
4844,"𠋢","soo2",,"s","oo",2,"sou2","時","沽"
4845,"傁","soo2",,"s","oo",2,"sou2","時","沽"
4846,"摟","soo2",,"s","oo",2,"sou2","時","沽"
4847,"漊","soo2",,"s","oo",2,"sou2","時","沽"
4848,"漱","soo2",,"s","oo",2,"sou2","時","沽"
4849,"溯","soo2",,"s","oo",2,"sou2","時","沽"
4850,"遡","soo2",,"s","oo",2,"sou2","時","沽"
4851,"艘","soo2",,"s","oo",2,"sou2","時","沽"
4852,"隖","qoo2",,"q","oo",2,"ou2","英","沽"
4853,"塢","qoo2",,"q","oo",2,"ou2","英","沽"
4854,"鄔","qoo2",,"q","oo",2,"ou2","英","沽"
4855,"嵨","qoo2",,"q","oo",2,"ou2","英","沽"
4856,"瑦","qoo2",,"q","oo",2,"ou2","英","沽"
4857,"溩","qoo2",,"q","oo",2,"ou2","英","沽"
4858,"漚","qoo2",,"q","oo",2,"ou2","英","沽"
4859,"嫗","qoo2",,"q","oo",2,"ou2","英","沽"
4860,"嘔","qoo2",,"q","oo",2,"ou2","英","沽"
4861,"歐","qoo2",,"q","oo",2,"ou2","英","沽"
4862,"甌","qoo2",,"q","oo",2,"ou2","英","沽"
4863,"喒","qoo2",,"q","oo",2,"ou2","英","沽"
4864,"埡","qoo2",,"q","oo",2,"ou2","英","沽"
4865,"畝","boo2",,"b","oo",2,"bou2","門","沽"
4866,"畆","boo2",,"b","oo",2,"bou2","門","沽"
4867,"牡","boo2",,"b","oo",2,"bou2","門","沽"
4868,"姥","boo2",,"b","oo",2,"bou2","門","沽"
4869,"姆","boo2",,"b","oo",2,"bou2","門","沽"
4870,"母","boo2",,"b","oo",2,"bou2","門","沽"
4871,"某","boo2",,"b","oo",2,"bou2","門","沽"
4872,"厶","boo2",,"b","oo",2,"bou2","門","沽"
4873,"栂","boo2",,"b","oo",2,"bou2","門","沽"
4874,"楚","chhoo2",,"chh","oo",2,"tshou2","出","沽"
4875,"濋","chhoo2",,"chh","oo",2,"tshou2","出","沽"
4876,"礎","chhoo2",,"chh","oo",2,"tshou2","出","沽"
4877,"虎","hoo2",,"h","oo",2,"hou2","喜","沽"
4878,"䗂","hoo2",,"h","oo",2,"hou2","喜","沽"
4879,"否","hoo2",,"h","oo",2,"hou2","喜","沽"
4880,"不","hoo2",,"h","oo",2,"hou2","喜","沽"
4881,"岵","hoo2",,"h","oo",2,"hou2","喜","沽"
4882,"滸","hoo2",,"h","oo",2,"hou2","喜","沽"
4883,"缶","hoo2",,"h","oo",2,"hou2","喜","沽"
4884,"吼","hoo2",,"h","oo",2,"hou2","喜","沽"
4885,"冔","hoo2",,"h","oo",2,"hou2","喜","沽"
4886,"布","poo3",,"p","oo",3,"pou3","邊","沽"
4887,"佈","poo3",,"p","oo",3,"pou3","邊","沽"
4888,"抪","poo3",,"p","oo",3,"pou3","邊","沽"
4889,"怖","poo3",,"p","oo",3,"pou3","邊","沽"
4890,"𧦞","poo3",,"p","oo",3,"pou3","邊","沽"
4891,"傅","poo3",,"p","oo",3,"pou3","邊","沽"
4892,"固","koo3",,"k","oo",3,"kou3","求","沽"
4893,"痼","koo3",,"k","oo",3,"kou3","求","沽"
4894,"錮","koo3",,"k","oo",3,"kou3","求","沽"
4895,"雇","koo3",,"k","oo",3,"kou3","求","沽"
4896,"僱","koo3",,"k","oo",3,"kou3","求","沽"
4897,"顧","koo3",,"k","oo",3,"kou3","求","沽"
4898,"句","koo3",,"k","oo",3,"kou3","求","沽"
4899,"雊","koo3",,"k","oo",3,"kou3","求","沽"
4900,"夠","koo3",,"k","oo",3,"kou3","求","沽"
4901,"媾","koo3",,"k","oo",3,"kou3","求","沽"
4902,"構","koo3",,"k","oo",3,"kou3","求","沽"
4903,"搆","koo3",,"k","oo",3,"kou3","求","沽"
4904,"購","koo3",,"k","oo",3,"kou3","求","沽"
4905,"遘","koo3",,"k","oo",3,"kou3","求","沽"
4906,"覯","koo3",,"k","oo",3,"kou3","求","沽"
4907,"姤","koo3",,"k","oo",3,"kou3","求","沽"
4908,"詬","koo3",,"k","oo",3,"kou3","求","沽"
4909,"彀","koo3",,"k","oo",3,"kou3","求","沽"
4910,"故","koo3",,"k","oo",3,"kou3","求","沽"
4911,"叩","khoo3",,"kh","oo",3,"khou3","去","沽"
4912,"扣","khoo3",,"kh","oo",3,"khou3","去","沽"
4913,"𥲃","khoo3",,"kh","oo",3,"khou3","去","沽"
4914,"寇","khoo3",,"kh","oo",3,"khou3","去","沽"
4915,"蔻","khoo3",,"kh","oo",3,"khou3","去","沽"
4916,"佝","khoo3",,"kh","oo",3,"khou3","去","沽"
4917,"袴","khoo3",,"kh","oo",3,"khou3","去","沽"
4918,"褲","khoo3",,"kh","oo",3,"khou3","去","沽"
4919,"庫","khoo3",,"kh","oo",3,"khou3","去","沽"
4920,"釦","khoo3",,"kh","oo",3,"khou3","去","沽"
4921,"𩊓","khoo3",,"kh","oo",3,"khou3","去","沽"
4922,"鬭","too3",,"t","oo",3,"tou3","地","沽"
4923,"鬪","too3",,"t","oo",3,"tou3","地","沽"
4924,"鬦","too3",,"t","oo",3,"tou3","地","沽"
4925,"鬥","too3",,"t","oo",3,"tou3","地","沽"
4926,"妒","too3",,"t","oo",3,"tou3","地","沽"
4927,"妬","too3",,"t","oo",3,"tou3","地","沽"
4928,"柘","too3",,"t","oo",3,"tou3","地","沽"
4929,"蠹","too3",,"t","oo",3,"tou3","地","沽"
4930,"斁","too3",,"t","oo",3,"tou3","地","沽"
4931,"𪐞","too3",,"t","oo",3,"tou3","地","沽"
4932,"鋪","phoo3",,"ph","oo",3,"phou3","頗","沽"
4933,"舖","phoo3",,"ph","oo",3,"phou3","頗","沽"
4934,"兔","thoo3",,"th","oo",3,"thou3","他","沽"
4935,"兎","thoo3",,"th","oo",3,"thou3","他","沽"
4936,"菟","thoo3",,"th","oo",3,"thou3","他","沽"
4937,"吐","thoo3",,"th","oo",3,"thou3","他","沽"
4938,"透","thoo3",,"th","oo",3,"thou3","他","沽"
4939,"奏","choo3",,"ch","oo",3,"tsou3","曾","沽"
4940,"湊","choo3",,"ch","oo",3,"tsou3","曾","沽"
4941,"輳","choo3",,"ch","oo",3,"tsou3","曾","沽"
4942,"祚","choo3",,"ch","oo",3,"tsou3","曾","沽"
4943,"咀","choo3",,"ch","oo",3,"tsou3","曾","沽"
4944,"簇","choo3",,"ch","oo",3,"tsou3","曾","沽"
4945,"做","choo3",,"ch","oo",3,"tsou3","曾","沽"
4946,"素","soo3",,"s","oo",3,"sou3","時","沽"
4947,"傃","soo3",,"s","oo",3,"sou3","時","沽"
4948,"愫","soo3",,"s","oo",3,"sou3","時","沽"
4949,"𩝥","soo3",,"s","oo",3,"sou3","時","沽"
4950,"訴","soo3",,"s","oo",3,"sou3","時","沽"
4951,"愬","soo3",,"s","oo",3,"sou3","時","沽"
4952,"溯","soo3",,"s","oo",3,"sou3","時","沽"
4953,"塑","soo3",,"s","oo",3,"sou3","時","沽"
4954,"疏","soo3",,"s","oo",3,"sou3","時","沽"
4955,"潄","soo3",,"s","oo",3,"sou3","時","沽"
4956,"漱","soo3",,"s","oo",3,"sou3","時","沽"
4957,"嗽","soo3",,"s","oo",3,"sou3","時","沽"
4958,"瘶","soo3",,"s","oo",3,"sou3","時","沽"
4959,"數","soo3",,"s","oo",3,"sou3","時","沽"
4960,"泝","soo3",,"s","oo",3,"sou3","時","沽"
4961,"惡","qoo3",,"q","oo",3,"ou3","英","沽"
4962,"僫","qoo3",,"q","oo",3,"ou3","英","沽"
4963,"亞","qoo3",,"q","oo",3,"ou3","英","沽"
4964,"錯","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4965,"醋","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4966,"阼","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4967,"祚","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4968,"䄍","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4969,"蜡","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4970,"措","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4971,"厝","chhoo3",,"chh","oo",3,"tshou3","出","沽"
4972,"戽","hoo3",,"h","oo",3,"hou3","喜","沽"
4973,"𣶉","hoo3",,"h","oo",3,"hou3","喜","沽"
4974,"樓","loo5",,"l","oo",5,"lou5","柳","沽"
4975,"僂","loo5",,"l","oo",5,"lou5","柳","沽"
4976,"摟","loo5",,"l","oo",5,"lou5","柳","沽"
4977,"婁","loo5",,"l","oo",5,"lou5","柳","沽"
4978,"縷","loo5",,"l","oo",5,"lou5","柳","沽"
4979,"螻","loo5",,"l","oo",5,"lou5","柳","沽"
4980,"髏","loo5",,"l","oo",5,"lou5","柳","沽"
4981,"鏤","loo5",,"l","oo",5,"lou5","柳","沽"
4982,"瘻","loo5",,"l","oo",5,"lou5","柳","沽"
4983,"蔞","loo5",,"l","oo",5,"lou5","柳","沽"
4984,"䝏","loo5",,"l","oo",5,"lou5","柳","沽"
4985,"𧷡","loo5",,"l","oo",5,"lou5","柳","沽"
4986,"壚","loo5",,"l","oo",5,"lou5","柳","沽"
4987,"瀘","loo5",,"l","oo",5,"lou5","柳","沽"
4988,"臚","loo5",,"l","oo",5,"lou5","柳","沽"
4989,"爐","loo5",,"l","oo",5,"lou5","柳","沽"
4990,"𤬛","loo5",,"l","oo",5,"lou5","柳","沽"
4991,"蘆","loo5",,"l","oo",5,"lou5","柳","沽"
4992,"纑","loo5",,"l","oo",5,"lou5","柳","沽"
4993,"顱","loo5",,"l","oo",5,"lou5","柳","沽"
4994,"鸕","loo5",,"l","oo",5,"lou5","柳","沽"
4995,"鱸","loo5",,"l","oo",5,"lou5","柳","沽"
4996,"轤","loo5",,"l","oo",5,"lou5","柳","沽"
4997,"盧","loo5",,"l","oo",5,"lou5","柳","沽"
4998,"奴","loo5",,"l","oo",5,"lou5","柳","沽"
4999,"蒲","poo5",,"p","oo",5,"pou5","邊","沽"
5000,"莆","poo5",,"p","oo",5,"pou5","邊","沽"
5001,"葡","poo5",,"p","oo",5,"pou5","邊","沽"
5002,"匍","poo5",,"p","oo",5,"pou5","邊","沽"
5003,"捕","poo5",,"p","oo",5,"pou5","邊","沽"
5004,"𢼹","poo5",,"p","oo",5,"pou5","邊","沽"
5005,"酺","poo5",,"p","oo",5,"pou5","邊","沽"
5006,"逋","poo5",,"p","oo",5,"pou5","邊","沽"
5007,"餔","poo5",,"p","oo",5,"pou5","邊","沽"
5008,"裒","poo5",,"p","oo",5,"pou5","邊","沽"
5009,"𧝘","poo5",,"p","oo",5,"pou5","邊","沽"
5010,"抔","poo5",,"p","oo",5,"pou5","邊","沽"
5011,"苞","poo5",,"p","oo",5,"pou5","邊","沽"
5012,"糊","koo5",,"k","oo",5,"kou5","求","沽"
5013,"𪍒","koo5",,"k","oo",5,"kou5","求","沽"
5014,"瘔","khoo5",,"kh","oo",5,"khou5","去","沽"
5015,"㾰","khoo5",,"kh","oo",5,"khou5","去","沽"
5016,"芤","khoo5",,"kh","oo",5,"khou5","去","沽"
5017,"圖","too5",,"t","oo",5,"tou5","地","沽"
5018,"梌","too5",,"t","oo",5,"tou5","地","沽"
5019,"涂","too5",,"t","oo",5,"tou5","地","沽"
5020,"荼","too5",,"t","oo",5,"tou5","地","沽"
5021,"途","too5",,"t","oo",5,"tou5","地","沽"
5022,"酴","too5",,"t","oo",5,"tou5","地","沽"
5023,"屠","too5",,"t","oo",5,"tou5","地","沽"
5024,"塗","too5",,"t","oo",5,"tou5","地","沽"
5025,"瘏","too5",,"t","oo",5,"tou5","地","沽"
5026,"投","too5",,"t","oo",5,"tou5","地","沽"
5027,"骰","too5",,"t","oo",5,"tou5","地","沽"
5028,"徒","too5",,"t","oo",5,"tou5","地","沽"
5029,"啚","too5",,"t","oo",5,"tou5","地","沽"
5030,"𪜱","too5",,"t","oo",5,"tou5","地","沽"
5031,"菩","phoo5",,"ph","oo",5,"phou5","頗","沽"
5032,"頭","thoo5",,"th","oo",5,"thou5","他","沽"
5033,"齟","choo5",,"ch","oo",5,"tsou5","曾","沽"
5034,"謀","boo5",,"b","oo",5,"bou5","門","沽"
5035,"謨","boo5",,"b","oo",5,"bou5","門","沽"
5036,"侔","boo5",,"b","oo",5,"bou5","門","沽"
5037,"牟","boo5",,"b","oo",5,"bou5","門","沽"
5038,"眸","boo5",,"b","oo",5,"bou5","門","沽"
5039,"䏬","boo5",,"b","oo",5,"bou5","門","沽"
5040,"膜","boo5",,"b","oo",5,"bou5","門","沽"
5041,"模","boo5",,"b","oo",5,"bou5","門","沽"
5042,"嫫","boo5",,"b","oo",5,"bou5","門","沽"
5043,"摸","boo5",,"b","oo",5,"bou5","門","沽"
5044,"摹","boo5",,"b","oo",5,"bou5","門","沽"
5045,"漠","boo5",,"b","oo",5,"bou5","門","沽"
5046,"蟊","boo5",,"b","oo",5,"bou5","門","沽"
5047,"麰","boo5",,"b","oo",5,"bou5","門","沽"
5048,"吾","goo5",,"g","oo",5,"gou5","語","沽"
5049,"浯","goo5",,"g","oo",5,"gou5","語","沽"
5050,"梧","goo5",,"g","oo",5,"gou5","語","沽"
5051,"珸","goo5",,"g","oo",5,"gou5","語","沽"
5052,"䓊","goo5",,"g","oo",5,"gou5","語","沽"
5053,"鯃","goo5",,"g","oo",5,"gou5","語","沽"
5054,"𩶭","goo5",,"g","oo",5,"gou5","語","沽"
5055,"鼯","goo5",,"g","oo",5,"gou5","語","沽"
5056,"吳","goo5",,"g","oo",5,"gou5","語","沽"
5057,"蜈","goo5",,"g","oo",5,"gou5","語","沽"
5058,"侯","hoo5",,"h","oo",5,"hou5","喜","沽"
5059,"矦","hoo5",,"h","oo",5,"hou5","喜","沽"
5060,"喉","hoo5",,"h","oo",5,"hou5","喜","沽"
5061,"猴","hoo5",,"h","oo",5,"hou5","喜","沽"
5062,"篌","hoo5",,"h","oo",5,"hou5","喜","沽"
5063,"糇","hoo5",,"h","oo",5,"hou5","喜","沽"
5064,"餱","hoo5",,"h","oo",5,"hou5","喜","沽"
5065,"鍭","hoo5",,"h","oo",5,"hou5","喜","沽"
5066,"壺","hoo5",,"h","oo",5,"hou5","喜","沽"
5067,"湖","hoo5",,"h","oo",5,"hou5","喜","沽"
5068,"瑚","hoo5",,"h","oo",5,"hou5","喜","沽"
5069,"猢","hoo5",,"h","oo",5,"hou5","喜","沽"
5070,"蝴","hoo5",,"h","oo",5,"hou5","喜","沽"
5071,"餬","hoo5",,"h","oo",5,"hou5","喜","沽"
5072,"鶘","hoo5",,"h","oo",5,"hou5","喜","沽"
5073,"狐","hoo5",,"h","oo",5,"hou5","喜","沽"
5074,"弧","hoo5",,"h","oo",5,"hou5","喜","沽"
5075,"瓠","hoo5",,"h","oo",5,"hou5","喜","沽"
5076,"鬍","hoo5",,"h","oo",5,"hou5","喜","沽"
5077,"路","loo7",,"l","oo",7,"lou7","柳","沽"
5078,"潞","loo7",,"l","oo",7,"lou7","柳","沽"
5079,"璐","loo7",,"l","oo",7,"lou7","柳","沽"
5080,"露","loo7",,"l","oo",7,"lou7","柳","沽"
5081,"鷺","loo7",,"l","oo",7,"lou7","柳","沽"
5082,"蕗","loo7",,"l","oo",7,"lou7","柳","沽"
5083,"賂","loo7",,"l","oo",7,"lou7","柳","沽"
5084,"輅","loo7",,"l","oo",7,"lou7","柳","沽"
5085,"漏","loo7",,"l","oo",7,"lou7","柳","沽"
5086,"瘺","loo7",,"l","oo",7,"lou7","柳","沽"
5087,"陋","loo7",,"l","oo",7,"lou7","柳","沽"
5088,"弩","loo7",,"l","oo",7,"lou7","柳","沽"
5089,"滷","loo7",,"l","oo",7,"lou7","柳","沽"
5090,"僂","loo7",,"l","oo",7,"lou7","柳","沽"
5091,"步","poo7",,"p","oo",7,"pou7","邊","沽"
5092,"歩","poo7",,"p","oo",7,"pou7","邊","沽"
5093,"𧌂","poo7",,"p","oo",7,"pou7","邊","沽"
5094,"埠","poo7",,"p","oo",7,"pou7","邊","沽"
5095,"勏","poo7",,"p","oo",7,"pou7","邊","沽"
5096,"篰","poo7",,"p","oo",7,"pou7","邊","沽"
5097,"部","poo7",,"p","oo",7,"pou7","邊","沽"
5098,"哺","poo7",,"p","oo",7,"pou7","邊","沽"
5099,"捕","poo7",,"p","oo",7,"pou7","邊","沽"
5100,"餔","poo7",,"p","oo",7,"pou7","邊","沽"
5101,"怙","koo7",,"k","oo",7,"kou7","求","沽"
5102,"𢛅","koo7",,"k","oo",7,"kou7","求","沽"
5103,"詁","koo7",,"k","oo",7,"kou7","求","沽"
5104,"豆","too7",,"t","oo",7,"tou7","地","沽"
5105,"荳","too7",,"t","oo",7,"tou7","地","沽"
5106,"痘","too7",,"t","oo",7,"tou7","地","沽"
5107,"逗","too7",,"t","oo",7,"tou7","地","沽"
5108,"脰","too7",,"t","oo",7,"tou7","地","沽"
5109,"度","too7",,"t","oo",7,"tou7","地","沽"
